name,stem,Adams filtration,weight,cell,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
t g^2,40,8,23,0,0,,,,t h1 g^2,,,,
h2 e0 g,40,9,24,0,0,,h0 h2 e0 g,,,,h0 h2 g^2,,
h0 h2 e0 g,40,10,24,0,0,,,,,,,,
P^4 c0,40,19,21,0,0,,,,loc,,,,
h0 c2,41,4,22,0,0,,,,,,,,
h1 f1,41,5,23,0,0,,,,,,,,
h1^2 h5 c0,41,6,23,0,0,,,,h1^3 h5 c0,,,,
h1^3 e1,41,7,24,0,-1,,,,,,,,
P h1^2 h5,41,7,22,0,1,,,,P h1^3 h5,,,,
t h1 g^2,41,9,24,0,-1,,,,,,,,
_t h0 h2 e0 g,41,9,22,1,1,,,,,h,d0 r,,
P^5 h1,41,21,21,0,0,,,,loc,,,,
_h1^2 h5 c0,42,5,22,1,0,h,P h2 h5,,_h1^3 h5 c0,h,h0 h5 d0,,
_h1^3 e1,42,6,23,1,-1,,,,,,,,
P h2 h5,42,6,22,0,1,,P h0 h2 h5,,,,h0^2 h5 d0,,
h1^3 h5 c0,42,7,24,0,-1,,,,h1^4 h5 c0,,,,
P h0 h2 h5,42,7,22,0,1,,,,,,,,
h2 c1 g,42,8,25,0,-1,,,,,,,,
P h1^3 h5,42,8,23,0,1,,,,,,,,
c0 e0^2,42,11,25,0,0,,,,h1 c0 e0^2,,,,
_h1^3 h5 c0,43,6,23,1,0,,,,_h1^4 h5 c0,,,,
_t h2 c1 g,43,7,23,1,0,,,,,,,,
h1^4 h5 c0,43,8,25,0,0,,,,h1^5 h5 c0,,,,
h2 g^2,43,9,26,0,0,,h0 h2 g^2,,,,h2^2 g^2,,
h0 h2 g^2,43,10,26,0,0,,,,,,,,
h1 c0 e0^2,43,12,26,0,0,,,,,,,,
_P^4 h1^2 c0,43,20,22,1,0,h,P^5 h2,,loc,,,,
P^5 h2,43,21,22,0,0,,P^5 h0 h2,,,,,,
P^5 h0 h2,43,22,22,0,0,,,,,,,,
g2,44,4,24,0,0,,h0 g2,,h1 g2,,h2 g2,,
h0 g2,44,5,24,0,0,,h0^2 g2,,,,,,
h0^2 g2,44,6,24,0,0,,,,,,,,
_h1^4 h5 c0,44,7,24,1,0,,,,_h1^5 h5 c0,,,,
_t^2 h2 g^2,44,8,23,1,0,,,h,t w,,,,
_t h0 h2 g^2,44,9,24,1,-1,h,d0 r,,,h,e0 r,,
h1^5 h5 c0,44,9,26,0,1,,,,h1^6 h5 c0,,,,
d0 r,44,10,24,0,0,,,,,,,,
h3^2 h5,45,3,24,0,0,,h0 h3^2 h5,,,,,,
h0 h3^2 h5,45,4,24,0,0,,,,,,,,
h5 d0,45,5,24,0,-1,,h0 h5 d0,,h1 h5 d0,,h0 h5 e0,,
h1 g2,45,5,25,0,1,,,,h1^2 g2,,,,
h0 h5 d0,45,6,24,0,0,,h0^2 h5 d0,,,,,,
h0^2 h5 d0,45,7,24,0,0,,,,,,,,
_h1^5 h5 c0,45,8,25,1,0,,,,_h1^6 h5 c0,,,,
t w,45,9,24,0,0,,,,,,,,
h1^6 h5 c0,45,10,27,0,0,,,,,,,,
_P^5 h1^4,45,23,23,1,0,,,,loc,,,,
h1 h5 d0,46,6,25,0,-1,,,,,,,,
h1^2 g2,46,6,26,0,1,,,,,,,,
B1,46,7,25,0,0,,,,h1 B1,,,,
_h1^6 h5 c0,46,9,26,1,0,,,,,,,,
h2^2 g^2,46,10,28,0,0,,,,,,h1^2 h3 g^2,,
u',46,11,25,0,0,,,,h1 u',,,,
h2 g2,47,5,26,0,0,,,,,,,,
h1 B1,47,8,26,0,-1,,,,,,,,
P h5 c0,47,8,25,0,1,,,,P h1 h5 c0,,,,
_t h2^2 g^2,47,9,26,1,0,h,e0 r,,,h,g r,,
e0 r,47,10,26,0,0,,,,,,,,
h1 u',47,12,26,0,0,,,,,,,,
h0^7 Q',47,20,24,0,0,,h0^8 Q',,,,,,
h0^8 Q',47,21,24,0,0,,h0^9 Q',,,,,,
h0^9 Q',47,22,24,0,0,,h0^10 Q',,,,,,
h0^10 Q',47,23,24,0,0,,h0^11 Q',,,,,,
h0^11 Q',47,24,24,0,0,,,,,,,,
h0 h5 e0,48,6,26,0,0,,,,,,,,
B2,48,7,26,0,0,,h0 B2,,,,h2 B2,,
h0 B2,48,8,26,0,0,,,,,,,,
P h1 h5 c0,48,9,26,0,0,,,,P h1^2 h5 c0,,,,
h1 h3 g^2,48,10,29,0,0,,,,h1^2 h3 g^2,,,,
P^5 c0,48,23,25,0,0,,,,loc,,,,
P h1^2 h5 c0,49,10,27,0,0,,,,,,,,
h1^2 h3 g^2,49,11,30,0,0,,,,,,,,
P^6 h1,49,25,25,0,0,,,,loc,,,,
h5 c1,50,4,27,0,0,,,,,,h2 h5 c1,,
C,50,6,27,0,0,,,,,,,4,P h1^2 h5 c0
_P h1^2 h5 c0,50,9,26,1,0,,,,,,,,
g r,50,10,28,0,0,,,,,,h1^2 G3,,
h3 g2,51,5,28,0,0,,h0 h3 g2,,h1 h3 g2,,,,
h0 h3 g2,51,6,28,0,0,,,,,,,,
h2 B2,51,8,28,0,0,,,,,,,,
g n,51,9,29,0,0,,,,,,h2 g n,,
_P^5 h1^2 c0,51,24,26,1,0,h,P^6 h2,,loc,,,,
P^6 h2,51,25,26,0,0,,P^6 h0 h2,,,,,,
P^6 h0 h2,51,26,26,0,0,,,,,,,,
h1 h3 g2,52,6,29,0,0,,,,,,,,
d1 g,52,8,30,0,0,,,,h1 d1 g,,h2 d1 g,,
h1 G3,52,10,29,0,0,,,,h1^2 G3,,,,
h2 h5 c1,53,5,29,0,0,,,,,,,,
i1,53,7,30,0,0,,,,h1 i1,,,,
B8,53,9,29,0,-1,,,,,,,,
h1 d1 g,53,9,31,0,1,,,,h1^2 d1 g,,,,
h1^2 G3,53,11,30,0,0,,,,,,,,
_P^6 h1^4,53,27,27,1,0,,,,loc,,,,
_h1 d1 g,54,8,30,1,-1,,,,_h1^2 d1 g,,,,
h1 i1,54,8,31,0,1,,,,h1^2 i1,,,,
h0 h5 i,54,9,28,0,0,,,,,,,,
h2 g n,54,10,31,0,-1,,,,,,,,
h1^2 d1 g,54,10,32,0,1,,,,,,,,
h1^6 h5 e0,54,11,32,0,0,,,,h1^7 h5 e0,,,,
B6,55,7,30,0,0,,,,,,,,
_h1^2 d1 g,55,9,31,1,-2,,,h,g T,,,,
h2 d1 g,55,9,32,0,0,,,,,,h2^2 d1 g,,
h1^2 i1,55,9,32,0,2,,,,h1^3 i1,,,,
h1^7 h5 e0,55,12,33,0,0,,,,,,,,
P^4 h0^2 i,55,25,28,0,0,,P^4 h0^3 i,,,,,,
P^4 h0^3 i,55,26,28,0,0,,P^4 h0^4 i,,,,,,
P^4 h0^4 i,55,27,28,0,0,,P^4 h0^5 i,,,,,,
P^4 h0^5 i,55,28,28,0,0,,,,,,,,
_h1^2 i1,56,8,31,1,-1,,,,_h1^3 i1,,,,
_t h2 d1 g,56,8,30,1,1,,,h,D11,,,,
g T,56,10,32,0,-2,,,,,,,,
h1^3 i1,56,10,33,0,0,,,,h1^4 i1,,,,
Q1,56,10,29,0,2,,,,h1 Q1,,,,
P^6 c0,56,27,29,0,0,,,,loc,,,,
Q2,57,7,30,0,0,,,,h1 Q2,,,,
_h1^3 i1,57,9,32,1,-1,,,,_h1^4 i1,,,,
D11,57,9,31,0,1,,,,h1 D11,,,,
h1^4 i1,57,11,34,0,-1,,,,h1^5 i1,,,,
h1 Q1,57,11,30,0,1,,,,,,,,
h2 e0^2 g,57,13,34,0,0,,,,,,h0^2 g^3,,
P^7 h1,57,29,29,0,0,,,,loc,,,,
h3^2 g2,58,6,32,0,0,,,,,,,,
h0 D2,58,7,30,0,0,,,,,,,,
h1 Q2,58,8,31,0,0,,,,h1^2 Q2,,,,
_h1^4 i1,58,10,33,1,-2,,,,_h1^5 i1,,,,
h2^2 d1 g,58,10,34,0,0,,,,,,h1^3 e1 g,,
h1 D11,58,10,32,0,2,,,,,,,,
P h1^2 h5 e0,58,11,32,0,0,,,,P h1^3 h5 e0,,,,
h1^5 i1,58,12,35,0,0,,,,,,,,
_h3^2 g2,59,5,31,1,0,,,,,h,h5 n,,
j1,59,7,33,0,0,,,,h1 j1,,,,
h1^2 D4,59,8,33,0,0,,,,h1^3 D4,,,,
h1 e1 g,59,9,34,0,-2,,,,h1^2 e1 g,,,,
_h1 D11,59,9,31,1,0,,,,_t^2 c1 g^2,,,,
h1^2 Q2,59,9,32,0,2,,,,h1^3 Q2,,,,
B21,59,10,32,0,0,,,,,,h0 B22,,
_h1^5 i1,59,11,34,1,-1,,,h,t g^3,,,,
c1 g^2,59,11,35,0,1,,,,,,h2 c1 g^2,,
P h1^3 h5 e0,59,12,33,0,0,,,,,,,,
_P^6 h1^2 c0,59,28,30,1,0,h,P^7 h2,,loc,h,P^6 h0 d0,,
P^7 h2,59,29,30,0,0,,P^7 h0 h2,,,,P^6 h0^2 d0,,
P^7 h0 h2,59,30,30,0,0,,,,,,,,
_j1,60,6,32,1,0,,,,_h1 j1,h,C',4,B21
h1 j1,60,8,34,0,-2,,,,h1^2 j1,,,,
_h1 e1 g,60,8,33,1,0,,,,_h1^2 e1 g,,,,
_h1^2 Q2,60,8,31,1,2,,,,_h1^3 Q2,,,,
h1^3 D4,60,9,34,0,0,,,,h1^4 D4,,,,
h1^2 e1 g,60,10,35,0,-2,,,,h1^3 e1 g,,,,
_t^2 c1 g^2,60,10,32,1,0,,,,,,,,
h1^3 Q2,60,10,33,0,2,,,,h1^4 Q2,,,,
t g^3,60,12,35,0,0,,,,t h1 g^3,,,,
h0 g^3,60,13,36,0,0,,h0^2 g^3,,,,h0 h2 g^3,,
h0^2 g^3,60,14,36,0,0,,,,,,h1^7 h5 c0 e0,,
A',61,6,32,0,0,,,,,,h2 A',,
_h1 j1,61,7,33,1,0,,,,_h1^2 j1,,,,
h1^2 j1,61,9,35,0,-2,,,,,,,,
_h1^2 e1 g,61,9,34,1,0,,,,_h1^3 e1 g,,,,
_h1^3 Q2,61,9,32,1,2,,,,_h1^4 Q2,,,,
h1^4 D4,61,10,35,0,0,,,,h1^5 D4,,,,
h1^3 e1 g,61,11,36,0,-1,,,,,,,,
h1^4 Q2,61,11,34,0,1,,,,h1^5 Q2,,,,
t h1 g^3,61,13,36,0,-1,,,,h1^6 h5 c0 e0,,,,
_t h0^2 g^3,61,13,34,1,1,,,,,h,k m,,
_P^7 h1^4,61,31,31,1,0,,,,loc,,,,
h5^2,62,2,32,0,0,,,,h1 h5^2,,h2 h5^2,,
h5 n,62,6,33,0,0,,,,,,,,
_h1^2 j1,62,8,34,1,-1,,,,,,,,
E1,62,8,33,0,1,,,,h1 E1,,,,
_h1^4 D4,62,9,34,1,0,,,,_h1^5 D4,,,,
R,62,10,32,0,-2,,,,,,,,
_h1^3 e1 g,62,10,35,1,0,,,,,,,,
_h1^4 Q2,62,10,33,1,2,,,,_h1^5 Q2,,,,
h1^5 D4,62,11,36,0,-2,,,,h1^6 D4,,,,
h0 B22,62,11,34,0,0,,,,,,h0 h2 B22,,
_t h1^2 B21,62,11,32,1,2,,,,_t h1^3 B21,h,P h5 j,,
h2 c1 g^2,62,12,37,0,-1,,,,,,,,
h1^5 Q2,62,12,35,0,1,,,,,,,,
h1^6 h5 c0 e0,62,14,37,0,0,,,,h1^7 h5 c0 e0,,,,
_t P^2 h0 d0^2 e0,62,20,32,1,0,,_t P^2 h0^2 d0^2 e0,,,,,,
_t P^2 h0^2 d0^2 e0,62,21,32,1,0,h,P^2 i^2,,,,,,
P^2 i^2,62,22,32,0,0,,P^2 h0 i^2,,,,,,
P^2 h0 i^2,62,23,32,0,0,,P^2 h0^2 i^2,,,,,,
P^2 h0^2 i^2,62,24,32,0,0,,P^2 h0^3 i^2,,,,,,
P^2 h0^3 i^2,62,25,32,0,0,,P^2 h0^4 i^2,,,,,,
P^2 h0^4 i^2,62,26,32,0,0,,,,,,,,
P^6 d0,62,28,32,0,0,,P^6 h0 d0,,,,,,
P^6 h0 d0,62,29,32,0,0,,P^6 h0^2 d0,,,,,,
P^6 h0^2 d0,62,30,32,0,0,,,,,,,,
h1 h5^2,63,3,33,0,0,,,,h1^2 h5^2,,,,
C',63,7,34,0,-1,,,,,,h2 C',4,h0 B22
_h1 B7,63,7,33,1,1,,,h,h3 Q2,,,,
_h1^2 B3,63,8,33,1,0,,,,_h1^3 B3,,,,
h1 E1,63,9,34,0,0,,,,h1^2 E1,,,,
_h1^5 D4,63,10,35,1,0,,,,_h1^6 D4,,,,
_h1^5 Q2,63,11,34,1,-1,,,,_t^2 h2 g^3,,,,
_t h2 c1 g^2,63,11,35,1,1,,,,,,,,
h1^6 D4,63,12,37,0,-1,,,,h1^7 D4,,,,
_t h1^3 B21,63,12,33,1,1,,,,,,,,
h2 g^3,63,13,38,0,0,,h0 h2 g^3,,,,h2^2 g^3,,
h0 h2 g^3,63,14,38,0,0,,h1^7 h5 c0 e0,,,,,,
h1^7 h5 c0 e0,63,15,38,0,0,,,,,,,,
h0^15 h6,63,16,32,0,0,,h0^16 h6,,,,,4,_t P^2 h0 d0^2 e0
h0^16 h6,63,17,32,0,0,,h0^17 h6,,,,,4,_t P^2 h0^2 d0^2 e0
h0^17 h6,63,18,32,0,0,,h0^18 h6,,,,,4,P^2 i^2
h0^18 h6,63,19,32,0,0,,h0^19 h6,,,,,4,P^2 h0 i^2
h0^19 h6,63,20,32,0,0,,h0^20 h6,,,,,4,P^2 h0^2 i^2
h0^20 h6,63,21,32,0,0,,h0^21 h6,,,,,4,P^2 h0^3 i^2
h0^21 h6,63,22,32,0,0,,h0^22 h6,,,,,4,P^2 h0^4 i^2
h0^22 h6,63,23,32,0,0,,h0^23 h6,,,,,,
h0^23 h6,63,24,32,0,0,,h0^24 h6,,,,,,
h0^24 h6,63,25,32,0,0,,h0^25 h6,,,,,,
h0^25 h6,63,26,32,0,0,,h0^26 h6,,,,,,
h0^26 h6,63,27,32,0,0,,h0^27 h6,,,,,,
h0^27 h6,63,28,32,0,0,,h0^28 h6,,,,,,
h0^28 h6,63,29,32,0,0,,h0^29 h6,,,,,,
h0^29 h6,63,30,32,0,0,,h0^30 h6,,,,,,
h0^30 h6,63,31,32,0,0,,h0^31 h6,,,,,,
h0^31 h6,63,32,32,0,0,,,,,,,,
h1 h6,64,2,33,0,0,,,,h1^2 h6,,,,
h1^2 h5^2,64,4,34,0,0,,,,h1^3 h5^2,,,,
h2 D3,64,5,34,0,0,,,,,,h0 n1,,
h2 A',64,7,34,0,0,,,,,,t h1 G0,,
h3 Q2,64,8,34,0,-1,,,,h1 h3 Q2,,,,
d1^2,64,8,36,0,1,,,,h1 d1^2,,h1^2 k1,,
_h1^3 B3,64,9,34,1,0,,,h,P D4,,,,
h1^2 E1,64,10,35,0,-1,,,,,,,,
q1,64,10,33,0,1,,,,h1 q1,,,,
_h1^6 D4,64,11,36,1,0,,,,_h1^7 D4,,,,
_t^2 h2 g^3,64,12,35,1,0,,,h,t g w,,,,
h1^7 D4,64,13,38,0,-1,,,,h1^8 D4,,,,
_t h0 h2 g^3,64,13,36,1,1,h,k m,,,h,l m,,
k m,64,14,36,0,0,,,,,,h1^6 X1,,
P^7 c0,64,31,33,0,0,,,,loc,,,,
h2 h5^2,65,3,34,0,-1,,,,,,,,
h1^2 h6,65,3,34,0,1,,,,h1^3 h6,,,,
h1^3 h5^2,65,5,35,0,0,,,,,,,,
h2 H1,65,6,35,0,0,,,,,,h2^2 H1,,
k1,65,7,36,0,0,,,,h1 k1,,,,
h0 h3 D2,65,8,34,0,0,,,,,,,,
h1 h3 Q2,65,9,35,0,-2,,,,,,,,
h1 d1^2,65,9,37,0,0,,,,h1^2 d1^2,,,,
h1^2 X2,65,9,36,0,2,,,,h1^3 X2,,,,
P D4,65,10,35,0,0,,,,P h1 D4,,,,
h1 q1,65,11,34,0,-1,,,,h1^2 q1,,,,
h2 B22,65,11,36,0,1,,h0 h2 B22,,,,h0 h2 B23,,
h0 h2 B22,65,12,36,0,-2,,,,,,,,
P h5 j,65,12,34,0,0,,,,,,h0^5 G21,,
_h1^7 D4,65,12,37,1,2,,,,_h1^8 D4,,,,
t g w,65,13,36,0,0,,,,h1^5 X1,,,,
h1^8 D4,65,14,39,0,0,,,,,,,,
P^8 h1,65,33,33,0,0,,,,loc,,,,
h0 h2 h6,66,3,34,0,0,,,,,,,,
h1^3 h6,66,4,35,0,0,,,,h1^4 h6,,,,
D1 h3^2,66,6,36,0,0,,,,h1 . D1 h3^2,,,,
h1 k1,66,8,37,0,-2,,,,h1^2 k1,,,,
h2 C',66,8,36,0,0,,,,,,h0 h2 G0,4,h0 h2 B22
_h1 d1^2,66,8,36,1,2,,,,_h1^2 d1^2,,,,
_P D4,66,9,34,1,0,h,D2',,_P h1 D4,h,P(A+A'),,
h1^2 d1^2,66,10,38,0,-3,,,,,,,,
h1^3 X2,66,10,37,0,-1,,,,h1^4 X2,,,,
t B5,66,10,35,0,1,,,,,,,,
D2',66,10,34,0,3,,h0 D2',,,,P h0 (A+A'),,
P h1 D4,66,11,36,0,-1,,,,P h1^2 D4,,,,
h0 D2',66,11,34,0,1,,,,,,,,
h1^2 q1,66,12,35,0,0,,,,,,,,
_h1^8 D4,66,13,38,1,0,,,,,,,,
h2^2 g^3,66,14,40,0,-1,,,,,,h1^2 h3 g^3,,
h1^5 X1,66,14,37,0,1,,,,h1^6 X1,,,,
h1^4 h6,67,5,36,0,-1,,,,h1^5 h6,,,,
t Q3,67,5,35,0,1,,,,t h1 Q3,,,,
h0 n1,67,6,36,0,-1,,,,,,,,
h0 Q3,67,6,36,0,1,,,,,,h0 h2 Q3,,
_h1 k1,67,7,36,1,-1,,,,_h1^2 k1,,,,
h1 . D1 h3^2,67,7,37,0,1,,,,h1^2 . D1 h3^2,,,,
t h1 G0,67,8,36,0,0,,,,,,,,
h1^2 k1,67,9,38,0,-1,,,,,,,,
_h1^2 d1^2,67,9,37,1,1,,,,,,,,
_P h1 D4,67,10,35,1,0,,,,_P h1^2 D4,,,,
h1^4 X2,67,11,38,0,-1,,,,,,,,
C11,67,11,35,0,1,,,,,,,,
P h1^2 D4,67,12,37,0,0,,,,P h1^3 D4,,,,
_t h2^2 g^3,67,13,38,1,0,h,l m,,,h,m^2,,
l m,67,14,38,0,0,,h1^6 X1,,,,,,
h1^6 X1,67,15,38,0,0,,,,,,,,
_P^7 h1^2 c0,67,32,34,1,0,h,P^8 h2,,loc,,,,
P^8 h2,67,33,34,0,0,,P^8 h0 h2,,,,,,
P^8 h0 h2,67,34,34,0,0,,,,,,,,
_h1^4 h6,68,4,35,1,0,,,,_h1^5 h6,,,,
h0 d2,68,5,36,0,0,,,,,,,,
h1^5 h6,68,6,37,0,-1,,,,h1^6 h6,,,,
t h1 Q3,68,6,36,0,1,,,,,,,,
h2^2 H1,68,7,37,0,-1,,,,,,h1^2 h3 H1,,
h3(A+A'),68,7,36,0,1,,,,,,,,
_h1^2 k1,68,8,37,1,-1,,,h,h0 h2 G0,,,,
h1^2 . D1 h3^2,68,8,38,0,1,,,,h1^3 . D1 h3^2,,,,
