name,stem,Adams filtration,weight,cell,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
1,0,0,0,0,0,,h0,,h1,,h2,,
h0,0,1,0,0,0,,loc,,,,h0 h2,,
h1,1,1,1,0,0,,,,loc,,,,
h2,3,1,2,0,0,,h0 h2,,,,h2^2,,
h0 h2,3,2,2,0,0,,,,,,,,
_h1^4,5,3,3,1,0,,,,loc,,,,
h2^2,6,2,4,0,0,,,,,,h1^2 h3,,
h3,7,1,4,0,0,,h0 h3,,h1 h3,,,,
h0 h3,7,2,4,0,0,,h0^2 h3,,,,,,
h0^2 h3,7,3,4,0,0,,h0^3 h3,,,,,,
h0^3 h3,7,4,4,0,0,,,,,,,,
h1 h3,8,2,5,0,0,,,,h1^2 h3,,,,
c0,8,3,5,0,0,,,,loc,,,,
h1^2 h3,9,3,6,0,0,,,,,,,,
P h1,9,5,5,0,0,,,,loc,,,,
_h1^2 c0,11,4,6,1,0,h,P h2,,loc,h,h0 d0,,
P h2,11,5,6,0,0,,P h0 h2,,,,h0^2 d0,,
P h0 h2,11,6,6,0,0,,,,,,,,
_P h1^4,13,7,7,1,0,,,,loc,,,,
h3^2,14,2,8,0,0,,h0 h3^2,,,,,,
h0 h3^2,14,3,8,0,0,,,,,,,,
d0,14,4,8,0,0,,h0 d0,,loc,,h0 e0,,
h0 d0,14,5,8,0,0,,h0^2 d0,,,,h0^2 e0,,
h0^2 d0,14,6,8,0,0,,,,,,,,
h4,15,1,8,0,0,,h0 h4,,h1 h4,,h2 h4,2,h0 h3^2
h0 h4,15,2,8,0,0,,h0^2 h4,,,,h0 h2 h4,,
h0^2 h4,15,3,8,0,0,,h0^3 h4,,,,,,
h0^3 h4,15,4,8,0,0,,h0^4 h4,,,,,,
h0^4 h4,15,5,8,0,0,,h0^5 h4,,,,,,
h0^5 h4,15,6,8,0,0,,h0^6 h4,,,,,,
h0^6 h4,15,7,8,0,0,,h0^7 h4,,,,,,
h0^7 h4,15,8,8,0,0,,,,,,,,
h1 h4,16,2,9,0,0,,,,h1^2 h4,,,,
P c0,16,7,9,0,0,,,,loc,,,,
h1^2 h4,17,3,10,0,0,,,,h1^3 h4,,,,
e0,17,4,10,0,0,,h0 e0,,loc,,h2 e0,,
h0 e0,17,5,10,0,0,,h0^2 e0,,,,h0 h2 e0,,
h0^2 e0,17,6,10,0,0,,,,,,,,
P^2 h1,17,9,9,0,0,,,,loc,,,,
h2 h4,18,2,10,0,0,,h0 h2 h4,,,,h2^2 h4,,
h0 h2 h4,18,3,10,0,0,,,,,,,,
h1^3 h4,18,4,11,0,-1,,,,,,,,
f0,18,4,10,0,1,,,,,,t h1 g,2,h0^2 e0
c1,19,3,11,0,0,,,,,,h2 c1,,
_h1^4 d0,19,7,11,1,0,,,,loc,,,,
_P h1^2 c0,19,8,10,1,0,h,P^2 h2,,loc,h,P h0 d0,,
P^2 h2,19,9,10,0,0,,P^2 h0 h2,,,,P h0^2 d0,,
P^2 h0 h2,19,10,10,0,0,,,,,,,,
t g,20,4,11,0,0,,,,t h1 g,,,,
h2 e0,20,5,12,0,-1,,h0 h2 e0,,,,h0 h2 g,,
_h1^2 e0,20,5,11,1,1,,,,loc,,,,
h0 h2 e0,20,6,12,0,0,,,,,,,,
h2^2 h4,21,3,12,0,0,,,,,,,,
t h1 g,21,5,12,0,0,,,,,,,,
_P^2 h1^4,21,11,11,1,0,,,,loc,,,,
h2 c1,22,4,13,0,0,,,,,,,,
c0 d0,22,7,13,0,0,,,,loc,,,,
P d0,22,8,12,0,0,,P h0 d0,,loc,,P h0 e0,,
P h0 d0,22,9,12,0,0,,P h0^2 d0,,,,P h0^2 e0,,
P h0^2 d0,22,10,12,0,0,,,,,,,,
h4 c0,23,4,13,0,0,,,,h1 h4 c0,,,,
h2 g,23,5,14,0,0,,h0 h2 g,,,,h2^2 g,,
_c0 d0,23,6,12,1,-1,h,i,,loc,h,j,,
h0 h2 g,23,6,14,0,1,,,,,,h1^3 h4 c0,,
i,23,7,12,0,0,,h0 i,,,,h0 j,2,P h0 d0
h0 i,23,8,12,0,0,,h0^2 i,,,,,2,P h0^2 d0
h0^2 i,23,9,12,0,0,,h0^3 i,,,,,,
h0^3 i,23,10,12,0,0,,h0^4 i,,,,,,
h0^4 i,23,11,12,0,0,,h0^5 i,,,,,,
h0^5 i,23,12,12,0,0,,,,,,,,
h1 h4 c0,24,5,14,0,0,,,,h1^2 h4 c0,,,,
P^2 c0,24,11,13,0,0,,,,loc,,,,
h1^2 h4 c0,25,6,15,0,0,,,,h1^3 h4 c0,,,,
c0 e0,25,7,15,0,0,,,,loc,,,,
P e0,25,8,14,0,0,,P h0 e0,,loc,,h0 d0^2,,
P h0 e0,25,9,14,0,0,,P h0^2 e0,,,,h0^2 d0^2,,
P h0^2 e0,25,10,14,0,0,,,,,,,,
P^3 h1,25,13,13,0,0,,,,loc,,,,
_h1^2 h4 c0,26,5,14,1,0,,,,_h1^3 h4 c0,,,,
_c0 e0,26,6,14,1,-1,h,j,,loc,h,k,,
h2^2 g,26,6,16,0,1,,h1^3 h4 c0,,,,h1^2 h3 g,,
j,26,7,14,0,-1,,h0 j,,,,h0 k,2,P h0 e0
h1^3 h4 c0,26,7,16,0,1,,,,,,,,
h0 j,26,8,14,0,0,,,,,,,2,P h0^2 e0
h3 g,27,5,16,0,0,,,,h1 h3 g,,,2,h1^3 h4 c0
_h1^3 h4 c0,27,6,15,1,0,,,,,,,,
_P h1^4 d0,27,11,15,1,0,,,,loc,,,,
_P^2 h1^2 c0,27,12,14,1,0,h,P^3 h2,,loc,h,P^2 h0 d0,,
P^3 h2,27,13,14,0,0,,P^3 h0 h2,,,,P^2 h0^2 d0,,
P^3 h0 h2,27,14,14,0,0,,,,,,,,
_h3 g,28,4,15,1,0,,,,_h1 h3 g,h,n,2,_h1^3 h4 c0
h1 h3 g,28,6,17,0,0,,,,h1^2 h3 g,,,,
d0^2,28,8,16,0,0,,h0 d0^2,,loc,,h0 d0 e0,,
h0 d0^2,28,9,16,0,-1,,h0^2 d0^2,,,,h0^2 d0 e0,,
_P h1^2 e0,28,9,15,1,1,,,,loc,,,,
h0^2 d0^2,28,10,16,0,0,,,,,,,,
_h1 h3 g,29,5,16,1,0,,,,_h1^2 h3 g,,,,
k,29,7,16,0,-1,,h0 k,,,,h0 l,2,h0 d0^2
h1^2 h3 g,29,7,18,0,1,,,,,,,,
h0 k,29,8,16,0,0,,,,,,,2,h0^2 d0^2
_P^3 h1^4,29,15,15,1,0,,,,loc,,,,
h4^2,30,2,16,0,0,,h0 h4^2,,h1 h4^2,,,,
h0 h4^2,30,3,16,0,0,,h0^2 h4^2,,,,,,
h0^2 h4^2,30,4,16,0,0,,h0^3 h4^2,,,,,,
h0^3 h4^2,30,5,16,0,0,,,,,,,,
_h1^2 h3 g,30,6,17,1,-1,,,,,,,,
r,30,6,16,0,1,,h0 r,,,,h1 q,,
h0 r,30,7,16,0,0,,h0^2 r,,,,,,
h0^2 r,30,8,16,0,0,,h0^3 r,,,,,,
h0^3 r,30,9,16,0,0,,h0^4 r,,,,,,
h0^4 r,30,10,16,0,0,,,,,,,,
P c0 d0,30,11,17,0,0,,,,loc,,,,
P^2 d0,30,12,16,0,0,,P^2 h0 d0,,loc,,P^2 h0 e0,,
P^2 h0 d0,30,13,16,0,0,,P^2 h0^2 d0,,,,P^2 h0^2 e0,,
P^2 h0^2 d0,30,14,16,0,0,,,,,,,,
h5,31,1,16,0,0,,h0 h5,,h1 h5,,h2 h5,2,h0 h4^2
h0 h5,31,2,16,0,0,,h0^2 h5,,,,h0 h2 h5,2,h0^2 h4^2
h1 h4^2,31,3,17,0,-1,,,,,,,,
h0^2 h5,31,3,16,0,1,,h0^3 h5,,,,,2,h0^3 h4^2
h0^3 h5,31,4,16,0,0,,h0^4 h5,,,,,,
h0^4 h5,31,5,16,0,-1,,h0^5 h5,,,,,,
n,31,5,17,0,1,,,,,,h2 n,,
h0^5 h5,31,6,16,0,0,,h0^6 h5,,,,,,
h0^6 h5,31,7,16,0,0,,h0^7 h5,,,,,,
d0 e0,31,8,18,0,-1,,h0 d0 e0,,loc,,h0 e0^2,,
h0^7 h5,31,8,16,0,1,,h0^8 h5,,,,,,
h0 d0 e0,31,9,18,0,-2,,h0^2 d0 e0,,,,h0^2 e0^2,,
h0^8 h5,31,9,16,0,0,,h0^9 h5,,,,,,
_h1^2 d0^2,31,9,17,1,2,,,,loc,,,,
h0^2 d0 e0,31,10,18,0,-1,,,,,,,,
h0^9 h5,31,10,16,0,1,,h0^10 h5,,,,,,
h0^10 h5,31,11,16,0,0,,h0^11 h5,,,,,,
h0^11 h5,31,12,16,0,0,,h0^12 h5,,,,,,
h0^12 h5,31,13,16,0,0,,h0^13 h5,,,,,,
h0^13 h5,31,14,16,0,0,,h0^14 h5,,,,,,
h0^14 h5,31,15,16,0,0,,h0^15 h5,,,,,,
h0^15 h5,31,16,16,0,0,,,,,,,,
h1 h5,32,2,17,0,0,,,,h1^2 h5,,,,
d1,32,4,18,0,0,,,,h1 d1,,h2 d1,,
q,32,6,17,0,0,,,,h1 q,,,,
l,32,7,18,0,0,,h0 l,,,,h0 m,2,h0 d0 e0
h0 l,32,8,18,0,0,,,,,,,2,h0^2 d0 e0
_P h1 c0 d0,32,11,17,1,0,,,,loc,,,,
P^3 c0,32,15,17,0,0,,,,loc,,,,
h1^2 h5,33,3,18,0,0,,,,h1^3 h5,,,,
p,33,4,18,0,0,,,,,,,,
h1 d1,33,5,19,0,0,,,,h1^2 d1,,,,
h1 q,33,7,18,0,0,,,,,,,,
P c0 e0,33,11,19,0,0,,,,loc,,,,
P^2 e0,33,12,18,0,0,,P^2 h0 e0,,loc,,P h0 d0^2,,
P^2 h0 e0,33,13,18,0,0,,P^2 h0^2 e0,,,,P h0^2 d0^2,,
P^2 h0^2 e0,33,14,18,0,0,,,,,,,,
P^4 h1,33,17,17,0,0,,,,loc,,,,
h2 h5,34,2,18,0,0,,h0 h2 h5,,,,h2^2 h5,,
h0 h2 h5,34,3,18,0,0,,,,,,,,
h1^3 h5,34,4,19,0,0,,,,h1^4 h5,,,,
h2 n,34,6,19,0,-1,,,,,,h1 T,,
h1^2 d1,34,6,20,0,1,,,,,,,,
e0^2,34,8,20,0,0,,h0 e0^2,,loc,,h0 e0 g,,
h0 e0^2,34,9,20,0,-1,,h0^2 e0^2,,,,h0^2 e0 g,,
_h1^2 d0 e0,34,9,19,1,1,,,,loc,,,,
h0^2 e0^2,34,10,20,0,-1,,,,,,,,
_P c0 e0,34,10,18,1,1,h,P j,,loc,h,d0 i,,
P j,34,11,18,0,0,,P h0 j,,,,h0 d0 i,2,P^2 h0 e0
P h0 j,34,12,18,0,0,,,,,,,2,P^2 h0^2 e0
_h1^2 d1,35,5,19,1,-2,,,h,T,,,,
h1^4 h5,35,5,20,0,0,,,,h1^5 h5,,,,
h2 d1,35,5,20,0,2,,,,,,h2^2 d1,,
m,35,7,20,0,0,,h0 m,,,,h2 m,2,h0 e0^2
h0 m,35,8,20,0,0,,,,,,,2,h0^2 e0^2
_P^2 h1^4 d0,35,15,19,1,0,,,,loc,,,,
_P^3 h1^2 c0,35,16,18,1,0,h,P^4 h2,,loc,h,P^3 h0 d0,,
P^4 h2,35,17,18,0,0,,P^4 h0 h2,,,,P^3 h0^2 d0,,
P^4 h0 h2,35,18,18,0,0,,,,,,,,
_h1^4 h5,36,4,19,1,0,,,,_h1^5 h5,,,,
T,36,6,20,0,-1,,,,h1 T,,,,
h1^5 h5,36,6,21,0,1,,,,h1^6 h5,,,,
c0 d0^2,36,11,21,0,0,,,,loc,,,,
P d0^2,36,12,20,0,0,,P h0 d0^2,,loc,,P h0 d0 e0,,
P h0 d0^2,36,13,20,0,-1,,P h0^2 d0^2,,,,P h0^2 d0 e0,,
_P^2 h1^2 e0,36,13,19,1,1,,,,loc,,,,
P h0^2 d0^2,36,14,20,0,0,,,,,,,,
h2^2 h5,37,3,20,0,0,,,,,,h1^2 h3 h5,,
x,37,5,20,0,-1,,h0 x,,,,,,
_h1^5 h5,37,5,20,1,1,,,,_h1^6 h5,,,,
h0 x,37,6,20,0,0,,h0^2 x,,,,,,
h1 T,37,7,21,0,-2,,,,,,,,
h1^6 h5,37,7,22,0,0,,,,h1^7 h5,,,,
h0^2 x,37,7,20,0,2,,h0^3 x,,,,,,
h0^3 x,37,8,20,0,-1,,,,,,,,
e0 g,37,8,22,0,1,,h0 e0 g,,loc,,h2 e0 g,,
h0 e0 g,37,9,22,0,-1,,h0^2 e0 g,,,,h0 h2 e0 g,,
_h1^2 e0^2,37,9,21,1,1,,,,loc,,,,
h0^2 e0 g,37,10,22,0,-1,,,,,,,,
_c0 d0^2,37,10,20,1,1,h,d0 i,,loc,h,d0 j,,
d0 i,37,11,20,0,0,,h0 d0 i,,,,h0 d0 j,2,P h0 d0^2
h0 d0 i,37,12,20,0,0,,,,,,,2,P h0^2 d0^2
_P^4 h1^4,37,19,19,1,0,,,,loc,,,,
h3 h5,38,2,20,0,0,,h0 h3 h5,,h1 h3 h5,,,,
h0 h3 h5,38,3,20,0,0,,h0^2 h3 h5,,,,,,
h0^2 h3 h5,38,4,20,0,-1,,h0^3 h3 h5,,,,,,
e1,38,4,21,0,1,,,,h1 e1,,h1 f1,,
h0^3 h3 h5,38,5,20,0,0,,,,,,,,
y,38,6,20,0,-2,,h0 y,,,,,2,h0^3 x
h2^2 d1,38,6,22,0,0,,,,,,h1^3 e1,,
_h1^6 h5,38,6,21,1,2,,,,_h1^7 h5,,,,
h0 y,38,7,20,0,0,,,,,,,,
h2 m,38,8,22,0,-1,,,,,,t h1 g^2,2,h0^2 e0 g
h1^7 h5,38,8,23,0,1,,,,,,,,
P^2 c0 d0,38,15,21,0,0,,,,loc,,,,
P^3 d0,38,16,20,0,0,,P^3 h0 d0,,loc,,P^3 h0 e0,,
P^3 h0 d0,38,17,20,0,0,,P^3 h0^2 d0,,,,P^3 h0^2 e0,,
P^3 h0^2 d0,38,18,20,0,0,,,,,,,,
h1 h3 h5,39,3,21,0,0,,,,h1^2 h3 h5,,,,
h5 c0,39,4,21,0,0,,,,h1 h5 c0,,,,
h1 e1,39,5,22,0,0,,,,h1^2 e1,,,,
_h1^7 h5,39,7,22,1,-1,,,h,t g^2,,,,
c1 g,39,7,23,0,1,,,,,,h2 c1 g,,
u,39,9,21,0,0,,,,loc,,,,
c0 d0 e0,39,11,23,0,0,,,,loc,,,,
P d0 e0,39,12,22,0,0,,P h0 d0 e0,,loc,,h0 d0^3,,
P h0 d0 e0,39,13,22,0,-1,,P h0^2 d0 e0,,,,h0^2 d0^3,,
_P h1^2 d0^2,39,13,21,1,1,,,,loc,,,,
P h0^2 d0 e0,39,14,22,0,-1,,,,,,,,
_P^2 c0 d0,39,14,20,1,1,h,P^2 i,,loc,h,P^2 j,,
P^2 i,39,15,20,0,0,,P^2 h0 i,,,,P^2 h0 j,2,P^3 h0 d0
P^2 h0 i,39,16,20,0,0,,P^2 h0^2 i,,,,,2,P^3 h0^2 d0
P^2 h0^2 i,39,17,20,0,0,,P^2 h0^3 i,,,,,,
P^2 h0^3 i,39,18,20,0,0,,P^2 h0^4 i,,,,,,
P^2 h0^4 i,39,19,20,0,0,,P^2 h0^5 i,,,,,,
P^2 h0^5 i,39,20,20,0,0,,,,,,,,
h1^2 h3 h5,40,4,22,0,-1,,,,,,,,
f1,40,4,22,0,1,,h0 f1,,h1 f1,,,,
h1 h5 c0,40,5,22,0,-1,,,,h1^2 h5 c0,,,,
h0 f1,40,5,22,0,1,,,,,,,,
h1^2 e1,40,6,23,0,-1,,,,h1^3 e1,,,,
P h1 h5,40,6,21,0,1,,,,P h1^2 h5,,,,
t g^2,40,8,23,0,0,,,,t h1 g^2,,,,
h2 e0 g,40,9,24,0,-1,,h0 h2 e0 g,,,,h0 h2 g^2,,
_h1^2 e0 g,40,9,23,1,1,,,,loc,,,,
h0 h2 e0 g,40,10,24,0,-1,,,,,,,,
_c0 d0 e0,40,10,22,1,1,h,d0 j,,loc,h,d0 k,,
d0 j,40,11,22,0,0,,h0 d0 j,,,,h0 d0 k,2,P h0 d0 e0
h0 d0 j,40,12,22,0,0,,,,,,,2,P h0^2 d0 e0
P^4 c0,40,19,21,0,0,,,,loc,,,,
c2,41,3,22,0,0,,h0 c2,,,,,2,h0 f1
h0 c2,41,4,22,0,0,,,,,,,,
h1 f1,41,5,23,0,0,,,,,,,,
h1^2 h5 c0,41,6,23,0,0,,,,h1^3 h5 c0,,,,
h1^3 e1,41,7,24,0,-1,,,,,,,,
P h1^2 h5,41,7,22,0,1,,,,P h1^3 h5,,,,
_t h2 e0 g,41,8,22,1,0,,_t h0 h2 e0 g,h,v,,_t h0 h2 g^2,,
t h1 g^2,41,9,24,0,-1,,,,,,,,
_t h0 h2 e0 g,41,9,22,1,1,h,z,,,h,d0 r,,
z,41,10,22,0,0,,,,,,,,
P^2 c0 e0,41,15,23,0,0,,,,loc,,,,
P^3 e0,41,16,22,0,0,,P^3 h0 e0,,loc,,P^2 h0 d0^2,,
P^3 h0 e0,41,17,22,0,0,,P^3 h0^2 e0,,,,P^2 h0^2 d0^2,,
P^3 h0^2 e0,41,18,22,0,0,,,,,,,,
P^5 h1,41,21,21,0,0,,,,loc,,,,
_h1^2 h5 c0,42,5,22,1,0,h,P h2 h5,,_h1^3 h5 c0,h,h0 h5 d0,,
P h2 h5,42,6,22,0,-1,,P h0 h2 h5,,,,h0^2 h5 d0,,
_h1^3 e1,42,6,23,1,1,,,,,,,,
h1^3 h5 c0,42,7,24,0,-1,,,,h1^4 h5 c0,,,,
P h0 h2 h5,42,7,22,0,1,,,,,,,,
h2 c1 g,42,8,25,0,-2,,,,,,,,
P h1^3 h5,42,8,23,0,0,,,,,,,,
_t^2 h1 g^2,42,8,22,1,2,,,,,h,t w,2,z
v,42,9,23,0,0,,,,loc,,,,
c0 e0^2,42,11,25,0,0,,,,loc,,,,
d0^3,42,12,24,0,0,,h0 d0^3,,loc,,h0 d0^2 e0,,
h0 d0^3,42,13,24,0,-1,,h0^2 d0^3,,,,h0^2 d0^2 e0,,
_P h1^2 d0 e0,42,13,23,1,1,,,,loc,,,,
h0^2 d0^3,42,14,24,0,-1,,,,,,,,
_P^2 c0 e0,42,14,22,1,1,h,P^2 j,,loc,h,P d0 i,,
P^2 j,42,15,22,0,0,,P^2 h0 j,,,,P h0 d0 i,2,P^3 h0 e0
P^2 h0 j,42,16,22,0,0,,,,,,,2,P^3 h0^2 e0
_h1^3 h5 c0,43,6,23,1,0,,,,_h1^4 h5 c0,,,,
_t h2 c1 g,43,7,23,1,0,,,,,h,N,,
h1^4 h5 c0,43,8,25,0,0,,,,h1^5 h5 c0,,,,
h2 g^2,43,9,26,0,0,,h0 h2 g^2,,,,h2^2 g^2,,
_c0 e0^2,43,10,24,1,-1,h,d0 k,,loc,h,d0 l,,
h0 h2 g^2,43,10,26,0,1,,,,,,h0 h2^2 g^2,,
d0 k,43,11,24,0,-1,,h0 d0 k,,,,h0 d0 l,2,h0 d0^3
_h1^3 u,43,11,23,1,1,,,,loc,,,,
h0 d0 k,43,12,24,0,0,,,,,,,2,h0^2 d0^3
_P^3 h1^4 d0,43,19,23,1,0,,,,loc,,,,
_P^4 h1^2 c0,43,20,22,1,0,h,P^5 h2,,loc,h,P^4 h0 d0,,
P^5 h2,43,21,22,0,0,,P^5 h0 h2,,,,P^4 h0^2 d0,,
P^5 h0 h2,43,22,22,0,0,,,,,,,,
g2,44,4,24,0,0,,h0 g2,,h1 g2,,h2 g2,,
h0 g2,44,5,24,0,0,,h0^2 g2,,,,h0 h2 g2,,
h0^2 g2,44,6,24,0,0,,,,,,,,
_h1^4 h5 c0,44,7,24,1,0,,,,_h1^5 h5 c0,,,,
_t^2 h2 g^2,44,8,23,1,0,,,h,t w,,,,
_t h0 h2 g^2,44,9,24,1,-2,h,d0 r,,,h,e0 r,,
h1^5 h5 c0,44,9,26,0,0,,,,h1^6 h5 c0,,,,
_h1 v,44,9,23,1,2,,,,loc,,,,
d0 r,44,10,24,0,0,,,,,,,,
P c0 d0^2,44,15,25,0,0,,,,loc,,,,
P^2 d0^2,44,16,24,0,0,,P^2 h0 d0^2,,loc,,P^2 h0 d0 e0,,
P^2 h0 d0^2,44,17,24,0,-1,,P^2 h0^2 d0^2,,,,P^2 h0^2 d0 e0,,
_P^3 h1^2 e0,44,17,23,1,1,,,,loc,,,,
P^2 h0^2 d0^2,44,18,24,0,0,,,,,,,,
h3^2 h5,45,3,24,0,0,,h0 h3^2 h5,,,,,,
h0 h3^2 h5,45,4,24,0,0,,,,,,,,
h5 d0,45,5,24,0,-1,,h0 h5 d0,,h1 h5 d0,,h0 h5 e0,,
h1 g2,45,5,25,0,1,,,,h1^2 g2,,,,
h0 h5 d0,45,6,24,0,0,,h0^2 h5 d0,,,,h0^2 h5 e0,,
h0^2 h5 d0,45,7,24,0,0,,,,,,,,
_h1^5 h5 c0,45,8,25,1,0,,,,_h1^6 h5 c0,,,,
t w,45,9,24,0,0,,,,,,,,
h1^6 h5 c0,45,10,27,0,0,,,,h0 h2^2 g^2,,,,
c0 e0 g,45,11,27,0,0,,,,loc,,,,
d0^2 e0,45,12,26,0,0,,h0 d0^2 e0,,loc,,h0 d0 e0^2,,
h0 d0^2 e0,45,13,26,0,-1,,h0^2 d0^2 e0,,,,h0^2 d0 e0^2,,
_h1^2 d0^3,45,13,25,1,1,,,,loc,,,,
h0^2 d0^2 e0,45,14,26,0,-1,,,,,,,,
_P c0 d0^2,45,14,24,1,1,h,P d0 i,,loc,h,P d0 j,,
P d0 i,45,15,24,0,0,,P h0 d0 i,,,,P h0 d0 j,2,P^2 h0 d0^2
P h0 d0 i,45,16,24,0,0,,,,,,,2,P^2 h0^2 d0^2
_P^5 h1^4,45,23,23,1,0,,,,loc,,,,
h1 h5 d0,46,6,25,0,-1,,,,h1^2 h5 d0,,,,
h1^2 g2,46,6,26,0,1,,,,,,,,
B1,46,7,25,0,0,,,,loc,,,,
N,46,8,25,0,0,,,,,,,,
_h1^6 h5 c0,46,9,26,1,0,,,,_h0 h2^2 g^2,,,,
_c0 e0 g,46,10,26,1,-1,h,d0 l,,loc,h,e0 l,,
h2^2 g^2,46,10,28,0,1,,h0 h2^2 g^2,,,,h1^2 h3 g^2,,
d0 l,46,11,26,0,-2,,h0 d0 l,,,,h0 e0 l,2,h0 d0^2 e0
h0 h2^2 g^2,46,11,28,0,0,,,,,,,,
u',46,11,25,0,2,,,,loc,,,,
h0 d0 l,46,12,26,0,-1,,,,,,,2,h0^2 d0^2 e0
_t h0 d0^2 e0,46,12,24,1,1,,_t h0^2 d0^2 e0,h,P u,,_t h0^2 d0 e0^2,,
_t h0^2 d0^2 e0,46,13,24,1,0,h,i^2,,,h,I j,,
i^2,46,14,24,0,0,,h0 i^2,,,,,,
h0 i^2,46,15,24,0,0,,h0^2 i^2,,,,,,
h0^2 i^2,46,16,24,0,0,,h0^3 i^2,,,,,,
h0^3 i^2,46,17,24,0,0,,h0^4 i^2,,,,,,
h0^4 i^2,46,18,24,0,0,,,,,,,,
P^3 c0 d0,46,19,25,0,0,,,,loc,,,,
P^4 d0,46,20,24,0,0,,P^4 h0 d0,,loc,,P^4 h0 e0,,
P^4 h0 d0,46,21,24,0,0,,P^4 h0^2 d0,,,,P^4 h0^2 e0,,
P^4 h0^2 d0,46,22,24,0,0,,,,,,,,
h2 g2,47,5,26,0,-1,,h0 h2 g2,,,,,,
_h1^2 g2,47,5,25,1,1,,,,,h,C,,
h0 h2 g2,47,6,26,0,0,,,,,,,,
h1^2 h5 d0,47,7,26,0,0,,,,,,,,
P h5 c0,47,8,25,0,0,,,,P h1 h5 c0,,,,
h3 g^2,47,9,28,0,-1,,,,h1 h3 g^2,,,2,h0 h2^2 g^2
_t h2^2 g^2,47,9,26,1,1,h,e0 r,,,h,g r,,
e0 r,47,10,26,0,-2,,,,,,h0 g r,,
_h0 h2^2 g^2,47,10,27,1,0,,,,,,,,
_u',47,10,24,1,2,,_t h0 d0 l,,loc,,_t h0 e0 l,,
_t h0 d0 l,47,11,24,1,0,,_t^2 h1 d0^2 e0,,,,_t^2 h1 d0 e0^2,2,_t h0^2 d0^2 e0
_t^2 h1 d0^2 e0,47,12,24,1,0,h,Q',,,,,2,i^2
Q',47,13,24,0,-1,,h0 Q',,,,,2,h0 i^2
P u,47,13,25,0,1,,,,loc,,,,
h0 Q',47,14,24,0,0,,h0^2 Q',,,,,2,h0^2 i^2
h0^2 Q',47,15,24,0,-1,,h0^3 Q',,,,,2,h0^3 i^2
P c0 d0 e0,47,15,27,0,1,,,,loc,,,,
P^2 d0 e0,47,16,26,0,-1,,P^2 h0 d0 e0,,loc,,P h0 d0^3,,
h0^3 Q',47,16,24,0,1,,h0^4 Q',,,,,2,h0^4 i^2
P^2 h0 d0 e0,47,17,26,0,-2,,P^2 h0^2 d0 e0,,,,P h0^2 d0^3,,
h0^4 Q',47,17,24,0,0,,h0^5 Q',,,,,,
_P^2 h1^2 d0^2,47,17,25,1,2,,,,loc,,,,
P^2 h0^2 d0 e0,47,18,26,0,-1,,,,,,,,
h0^5 Q',47,18,24,0,1,,h0^6 Q',,,,,,
h0^6 Q',47,19,24,0,0,,h0^7 Q',,,,,,
h0^7 Q',47,20,24,0,0,,h0^8 Q',,,,,,
h0^8 Q',47,21,24,0,0,,h0^9 Q',,,,,,
h0^9 Q',47,22,24,0,0,,h0^10 Q',,,,,,
h0^10 Q',47,23,24,0,0,,h0^11 Q',,,,,,
h0^11 Q',47,24,24,0,0,,,,,,,,
h3 c2,48,4,26,0,0,,,,,,,2,h0 h2 g2
h5 e0,48,5,26,0,0,,h0 h5 e0,,h1 h5 e0,,h0 h3 g2,2,h1^2 h5 d0
h0 h5 e0,48,6,26,0,0,,h0^2 h5 e0,,,,h0^2 h3 g2,,
h0^2 h5 e0,48,7,26,0,-1,,,,,,,,
B2,48,7,26,0,1,,h0 B2,,,,h2 B2,,
h0 B2,48,8,26,0,-1,,,,,,,,
_h3 g^2,48,8,27,1,1,,,,_h1 h3 g^2,h,g n,2,_h0 h2^2 g^2
P h1 h5 c0,48,9,26,0,0,,,,P h1^2 h5 c0,,,,
h1 h3 g^2,48,10,29,0,0,,,,h1^2 h3 g^2,,,,
d0 e0^2,48,12,28,0,0,,h0 d0 e0^2,,loc,,h0 e0^3,,
h0 d0 e0^2,48,13,28,0,-1,,h0^2 d0 e0^2,,,,h0^2 e0^3,,
_h1^2 d0^2 e0,48,13,27,1,1,,,,loc,,,,
h0^2 d0 e0^2,48,14,28,0,-1,,,,,,,,
_P c0 d0 e0,48,14,26,1,1,h,P d0 j,,loc,h,d0^2 i,,
P d0 j,48,15,26,0,0,,P h0 d0 j,,,,h0 d0^2 i,2,P^2 h0 d0 e0
P h0 d0 j,48,16,26,0,0,,,,,,,2,P^2 h0^2 d0 e0
_P^3 h1 c0 d0,48,19,25,1,0,,,,loc,,,,
P^5 c0,48,23,25,0,0,,,,loc,,,,
h5 f0,49,5,26,0,0,,,,,,,2,h0^2 h5 e0
h1 h5 e0,49,6,27,0,0,,,,h1^2 h5 e0,,,,
_h1 h3 g^2,49,9,28,1,0,,,,_h1^2 h3 g^2,,,,
P h1^2 h5 c0,49,10,27,0,0,,,,h0 g r,,,,
e0 l,49,11,28,0,-2,,h0 e0 l,,,,h0 e0 m,2,h0 d0 e0^2
h1^2 h3 g^2,49,11,30,0,0,,,,,,,,
v',49,11,27,0,2,,,,loc,,,,
h0 e0 l,49,12,28,0,-1,,,,,,,2,h0^2 d0 e0^2
_t h0 d0 e0^2,49,12,26,1,1,,_t h0^2 d0 e0^2,h,P v,,_t h0^2 e0^3,,
