name,stem,Adams filtration,weight,tautorsion,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
t g,20,4,11,0,0,t,h2 e0,,t h1 g,t,h2 g,,
h2 e0,20,5,12,0,0,,h0 h2 e0,,,,h0 h2 g,,
h0 h2 e0,20,6,12,0,0,,,,,,,,
h2^2 h4,21,3,12,0,0,,,,,,,,
t h1 g,21,5,12,0,0,,,,,,,,
h2 c1,22,4,13,0,0,,,,,,,,
c0 d0,22,7,13,1,0,,,,h1 c0 d0,,,,
P d0,22,8,12,0,0,,,,P h1 d0,,,,
h4 c0,23,4,13,0,0,,,,h1 h4 c0,,,,
h2 g,23,5,14,0,0,,h0 h2 g,,,,h2^2 g,,
h0 h2 g,23,6,14,0,0,,,,,,,,
h1 c0 d0,23,8,14,1,0,,,,,,,,
P h1 d0,23,9,13,0,-1,,,,,,,,
h0^2 i,23,9,12,0,1,,h0^3 i,,,,,,
h0^3 i,23,10,12,0,0,,h0^4 i,,,,,,
h0^4 i,23,11,12,0,0,,h0^5 i,,,,,,
h0^5 i,23,12,12,0,0,,,,,,,,
h1 h4 c0,24,5,14,0,0,,,,h1^2 h4 c0,,,,
P^2 c0,24,11,13,0,0,,,,P^2 h1 c0,,,,
h1^2 h4 c0,25,6,15,1,0,,,,,,,,
P^2 h1 c0,25,12,14,0,0,,,,loc,,,,
P^3 h1,25,13,13,0,0,,,,P^3 h1^2,,,,
h2^2 g,26,6,16,0,0,,,,,,h1^2 h3 g,,
P^3 h1^2,26,14,14,0,0,,,,P^3 h1^3,,,,
P^3 h2,27,13,14,0,0,,P^3 h0 h2,,,,,,
P^3 h0 h2,27,14,14,0,0,t,P^3 h1^3,,,,,,
P^3 h1^3,27,15,15,0,0,,,,loc,,,,
h1 h3 g,28,6,17,1,0,,,,h1^2 h3 g,,,,
d0^2,28,8,16,0,0,,,,h1 d0^2,,,,
h1^2 h3 g,29,7,18,1,0,,,,,,,,
h1 d0^2,29,9,17,1,0,,,,,,,,
h4^2,30,2,16,0,0,,,,h1 h4^2,,,,
h1 h4^2,31,3,17,0,0,,,,,,,,
n,31,5,17,0,0,,,,,,h2 n,,
h0^10 h5,31,11,16,0,0,,h0^11 h5,,,,,,
h0^11 h5,31,12,16,0,0,,h0^12 h5,,,,,,
h0^12 h5,31,13,16,0,0,,h0^13 h5,,,,,,
h0^13 h5,31,14,16,0,0,,h0^14 h5,,,,,,
h0^14 h5,31,15,16,0,0,,h0^15 h5,,,,,,
h0^15 h5,31,16,16,0,0,,,,,,,,
h1 h5,32,2,17,0,0,,,,h1^2 h5,,,,
d1,32,4,18,0,0,,,,h1 d1,,h2 d1,,
q,32,6,17,0,0,,,,h1 q,,,,
P^3 c0,32,15,17,0,0,,,,P^3 h1 c0,,,,
h1^2 h5,33,3,18,0,0,,,,h1^3 h5,,,,
p,33,4,18,0,0,,,,,,,,
h1 d1,33,5,19,1,0,,,,h1^2 d1,,,,
h1 q,33,7,18,0,0,,,,,,,,
P^3 h1 c0,33,16,18,0,0,,,,loc,,,,
P^4 h1,33,17,17,0,0,,,,P^4 h1^2,,,,
h0 h2 h5,34,3,18,0,0,t,h1^3 h5,,,,,,
h1^3 h5,34,4,19,0,0,,,,h1^4 h5,,,,
h2 n,34,6,19,0,-1,,,,,,,,
h1^2 d1,34,6,20,1,1,,,,,,,,
e0^2,34,8,20,0,0,,,,h1 e0^2,,h0 e0 g,,
P^4 h1^2,34,18,18,0,0,,,,P^4 h1^3,,,,
h2 d1,35,5,20,0,-1,,,,,,h2^2 d1,,
h1^4 h5,35,5,20,1,1,,,,h1^5 h5,,,,
h1 e0^2,35,9,21,0,0,,,,,,,,
P^4 h2,35,17,18,0,0,,P^4 h0 h2,,,,,,
P^4 h0 h2,35,18,18,0,0,t,P^4 h1^3,,,,,,
P^4 h1^3,35,19,19,0,0,,,,loc,,,,
h1^5 h5,36,6,21,1,-1,,,,h1^6 h5,,,,
T,36,6,20,0,1,,,,,t,c1 g,,
h2^2 h5,37,3,20,0,0,,,,,,h1^2 h3 h5,,
x,37,5,20,0,0,,,t,h2^2 d1,,,,
h1^6 h5,37,7,22,1,0,,,,h1^7 h5,,,,
h0 e0 g,37,9,22,2,0,,,,,,h0^2 g^2,,
h0^2 h3 h5,38,4,20,0,0,,h0^3 h3 h5,,,,,,
h0^3 h3 h5,38,5,20,0,0,,,,,,,,
h2^2 d1,38,6,22,0,0,,,,,,h1^3 e1,,
h1^7 h5,38,8,23,1,0,,,,,,,,
h1 h3 h5,39,3,21,0,0,,,,h1^2 h3 h5,,,,
h5 c0,39,4,21,0,0,,,,h1 h5 c0,,,,
h1 e1,39,5,22,0,0,,,,h1^2 e1,,,,
c1 g,39,7,23,0,0,,,,,,h2 c1 g,,
u,39,9,21,0,0,,,,h1 u,,,,
P^2 h0^2 i,39,17,20,0,0,,P^2 h0^3 i,,,,,,
P^2 h0^3 i,39,18,20,0,0,,P^2 h0^4 i,,,,,,
P^2 h0^4 i,39,19,20,0,0,,P^2 h0^5 i,,,,,,
P^2 h0^5 i,39,20,20,0,0,,,,,,,,
h1^2 h3 h5,40,4,22,0,-1,,,,,,,,
f1,40,4,22,0,1,,,,h1 f1,,,,
h1 h5 c0,40,5,22,0,0,,,,h1^2 h5 c0,,,,
h1^2 e1,40,6,23,1,-1,,,,h1^3 e1,,,,
P h1 h5,40,6,21,0,1,,,,P h1^2 h5,,,,
t g^2,40,8,23,0,0,t,h0 g^2,,t h1 g^2,t,h2 g^2,,
h0 g^2,40,9,24,2,0,,h0^2 g^2,,,,h0 h2 g^2,,
h0^2 g^2,40,10,24,2,-1,,,,,,,,
h1 u,40,10,22,0,1,,,,,,,,
P^4 c0,40,19,21,0,0,,,,P^4 h1 c0,,,,
h1 f1,41,5,23,0,0,,,,,,,,
h1^2 h5 c0,41,6,23,1,0,,,,h1^3 h5 c0,,,,
h1^3 e1,41,7,24,1,-1,,,,,,,,
P h1^2 h5,41,7,22,0,1,,,,P h1^3 h5,,,,
t h1 g^2,41,9,24,2,0,,,,,,,,
z,41,10,22,0,0,t,,,,,,,
P^4 h1 c0,41,20,22,0,0,,,,loc,,,,
P^5 h1,41,21,21,0,0,,,,P^5 h1^2,,,,
P h2 h5,42,6,22,0,0,,P h0 h2 h5,,,,h0^2 h5 d0,,
P h0 h2 h5,42,7,22,0,-1,t,P h1^3 h5,,,,,,
h1^3 h5 c0,42,7,24,1,1,,,,h1^4 h5 c0,,,,
h2 c1 g,42,8,25,2,-1,,,,,,,,
P h1^3 h5,42,8,23,0,1,,,t2,h2 g^2,,,,
c0 e0^2,42,11,25,1,0,,,,h1 c0 e0^2,,,,
d0^3,42,12,24,0,0,,,,h1 d0^3,,,,
P^5 h1^2,42,22,22,0,0,,,,P^5 h1^3,,,,
h1^4 h5 c0,43,8,25,1,0,,,,h1^5 h5 c0,,,,
h2 g^2,43,9,26,3,0,,h0 h2 g^2,,,,h2^2 g^2,,
h0 h2 g^2,43,10,26,2,0,,,,,,,,
h1 c0 e0^2,43,12,26,1,0,,,,,,,,
h1 d0^3,43,13,25,1,0,,,,,,,,
P^5 h2,43,21,22,0,0,,P^5 h0 h2,,,,,,
P^5 h0 h2,43,22,22,0,0,t,P^5 h1^3,,,,,,
P^5 h1^3,43,23,23,0,0,,,,loc,,,,
g2,44,4,24,0,0,,h0 g2,,h1 g2,,h2 g2,,
h0 g2,44,5,24,0,0,,h0^2 g2,,,,,,
h0^2 g2,44,6,24,0,0,,,,,,,,
h1^5 h5 c0,44,9,26,1,0,,,,h1^6 h5 c0,,,,
h3^2 h5,45,3,24,0,0,,h0 h3^2 h5,,,,,,
h0 h3^2 h5,45,4,24,0,0,,,,,,,,
h5 d0,45,5,24,0,-1,,h0 h5 d0,,h1 h5 d0,,h0 h5 e0,,
h1 g2,45,5,25,0,1,,,,h1^2 g2,,,,
h0 h5 d0,45,6,24,0,0,,h0^2 h5 d0,,,,,,
h0^2 h5 d0,45,7,24,0,0,,,,,,,,
t w,45,9,24,0,0,,,,,,,,
h1^6 h5 c0,45,10,27,1,0,,,,,,,,
h1 h5 d0,46,6,25,0,-1,,,,,,,,
h1^2 g2,46,6,26,1,1,,,,,,,,
B1,46,7,25,0,0,,,,h1 B1,,,,
N,46,8,25,0,0,,,,,,,,
h2^2 g^2,46,10,28,2,0,,,,,,h1^2 h3 g^2,,
t d0 l + u',46,11,25,0,0,,,,h1 u',,,,
h2 g2,47,5,26,0,0,,,,,,,,
h1 B1,47,8,26,0,-1,,,,,,,,
P h5 c0,47,8,25,0,1,,,,P h1 h5 c0,,,,
e0 r,47,10,26,0,0,,,,,,,,
h1 u',47,12,26,1,0,,,,,,,,
P u,47,13,25,0,0,,,,,,,,
h0^7 Q',47,20,24,0,0,,h0^8 Q',,,,,,
h0^8 Q',47,21,24,0,0,,h0^9 Q',,,,,,
h0^9 Q',47,22,24,0,0,,h0^10 Q',,,,,,
h0^10 Q',47,23,24,0,0,,h0^11 Q',,,,,,
h0^11 Q',47,24,24,0,0,,,,,,,,
h0 h5 e0,48,6,26,0,0,,,,,,,,
B2,48,7,26,0,0,,h0 B2,,,,h2 B2,,
h0 B2,48,8,26,0,0,,,,,,,,
P h1 h5 c0,48,9,26,0,0,,,,,,,,
h1 h3 g^2,48,10,29,1,0,,,,h1^2 h3 g^2,,,,
d0 e0^2,48,12,28,0,0,,,,h1 d0 e0^2,,,,
P^5 c0,48,23,25,0,0,,,,P^5 h1 c0,,,,
h1^2 h3 g^2,49,11,30,1,0,,,,,,,,
h1 d0 e0^2,49,13,29,1,0,,,,,,,,
P^5 h1 c0,49,24,26,0,0,,,,loc,,,,
P^6 h1,49,25,25,0,0,,,,P^6 h1^2,,,,
h5 c1,50,4,27,0,0,,,,,,h2 h5 c1,,
t C,50,6,26,0,0,,,,,t2,i1,,
P^6 h1^2,50,26,26,0,0,,,,P^6 h1^3,,,,
h3 g2,51,5,28,0,0,,h0 h3 g2,,h1 h3 g2,,,,
h0 h3 g2,51,6,28,0,0,,,,,,,,
h2 B2,51,8,28,0,0,,,,,,,,
g n,51,9,29,0,0,,,,,,h2 g n,,
P^6 h2,51,25,26,0,0,,P^6 h0 h2,,,,,,
P^6 h0 h2,51,26,26,0,0,t,P^6 h1^3,,,,,,
P^6 h1^3,51,27,27,0,0,,,,loc,,,,
h1 h3 g2,52,6,29,0,0,,,,,,,,
d1 g,52,8,30,0,0,,,,h1 d1 g,,h2 d1 g,,
h1 G3,52,10,29,1,0,,,,h1^2 G3,,,,
t^2 e0 m,52,11,28,0,0,,,,,,,,
h2 h5 c1,53,5,29,0,0,,,,,,,,
i1,53,7,30,0,0,,,,h1 i1,,,,
h1 d1 g,53,9,31,1,-1,,,,h1^2 d1 g,,,,
B8,53,9,29,1,1,,,,h1 B8,,,,
x',53,10,28,0,0,,,,h1 x',,,,
h1^2 G3,53,11,30,1,0,,,,,,,,
d0 u,53,13,29,0,0,,,,,,,,
h1 i1,54,8,31,1,0,,,,h1^2 i1,,,,
h0 h5 i,54,9,28,0,0,,,,,,t P h1 h5 e0,,
h2 g n,54,10,31,1,-2,,,,,,,,
h1^2 d1 g,54,10,32,1,0,,,,,,,,
h1 B8,54,10,30,1,2,,,,,,,,
h1 x',54,11,29,0,-1,,,,,,,,
h1^6 h5 e0,54,11,32,1,1,,,,h1^7 h5 e0,,,,
t e0^2 g,54,12,31,0,0,,,,t h1 e0^2 g,t,h2 e0^2 g,,
h2 d1 g,55,9,32,2,-1,,,,,,h2^2 d1 g,,
h1^2 i1,55,9,32,1,1,,,,h1^3 i1,,,,
h1^7 h5 e0,55,12,33,1,0,,,,,,,,
t h1 e0^2 g,55,13,32,2,0,,,,,,,,
d0 z,55,14,30,1,0,,,,,,,,
P^4 h0^2 i,55,25,28,0,0,,P^4 h0^3 i,,,,,,
P^4 h0^3 i,55,26,28,0,0,,P^4 h0^4 i,,,,,,
P^4 h0^4 i,55,27,28,0,0,,P^4 h0^5 i,,,,,,
P^4 h0^5 i,55,28,28,0,0,,,,,,,,
h1^3 i1,56,10,33,1,-1,,,,h1^4 i1,,,,
g T,56,10,32,2,1,,,,,t,c1 g^2,,
P^6 c0,56,27,29,0,0,,,,P^6 h1 c0,,,,
D11,57,9,31,1,0,,,,h1 D11,,,,
t P h1 h5 e0,57,10,30,0,0,,,,,,,,
h1^4 i1,57,11,34,1,0,,,,h1^5 i1,,,,
h2 e0^2 g,57,13,34,2,0,,,,,,h0^2 g^3,,
P^6 h1 c0,57,28,30,0,0,,,,loc,,,,
P^7 h1,57,29,29,0,0,,,,P^7 h1^2,,,,
h3^2 g2,58,6,32,1,0,,,,,,,,
h1 Q2,58,8,31,0,0,,,,h1^2 Q2,,,,
h2^2 d1 g,58,10,34,1,-1,,,,,,h1^3 e1 g,,
h1 D11,58,10,32,1,1,,,t2,c1 g^2,,,,
h1^5 i1,58,12,35,1,0,,,,,,,,
P^7 h1^2,58,30,30,0,0,,,,P^7 h1^3,,,,
j1,59,7,33,1,0,,,,h1 j1,,,,
h1 e1 g,59,9,34,1,-1,,,,h1^2 e1 g,,,,
h1^2 Q2,59,9,32,1,1,,,,h1^3 Q2,,,,
B21,59,10,32,0,0,,,,h1 B21,,,,
c1 g^2,59,11,35,3,0,,,,,,h2 c1 g^2,,
P h1^3 h5 e0,59,12,33,1,0,,,t2,h0 g^3,,,,
t d0 w,59,13,32,0,0,,,,,,,,
P^7 h2,59,29,30,0,0,,P^7 h0 h2,,,,,,
P^7 h0 h2,59,30,30,0,0,t,P^7 h1^3,,,,,,
P^7 h1^3,59,31,31,0,0,,,,loc,,,,
h1 j1,60,8,34,1,0,,,,h1^2 j1,,,,
h1^3 D4,60,9,34,1,0,,,,h1^4 D4,,,,
h1^2 e1 g,60,10,35,1,-1,,,,h1^3 e1 g,,,,
h1^3 Q2,60,10,33,1,1,,,,h1^4 Q2,,,,
h1 B21,60,11,33,1,0,,,,,,,,
t g^3 + h1^4 h5 c0 e0,60,12,35,0,0,t,h0 g^3,,t h1 g^3 + h1^5 h5 c0 e0,t,h2 g^3,,
h0 g^3,60,13,36,3,0,,h0^2 g^3,,,,h0 h2 g^3,,
h0^2 g^3,60,14,36,2,0,,,,,,t h1^9 G,,
d0 u' + t d0^2 l,60,15,33,0,0,,,,,,,,
h1^2 j1,61,9,35,1,0,,,,,,,,
h1^4 D4,61,10,35,1,0,,,,h1^5 D4,,,,
h1^3 e1 g,61,11,36,1,-1,,,,,,,,
h1^4 Q2,61,11,34,1,1,,,,h1^5 Q2,,,,
t h1 g^3 + h1^5 h5 c0 e0,61,13,36,2,0,,,,t h1^8 G,,,,
d0 e0 r,61,14,34,2,0,,,,,,,,
h5^2,62,2,32,0,0,,,,h1 h5^2,,h2 h5^2,,
h5 n,62,6,33,0,0,,,,,t,k1,,
E1 + C0,62,8,33,0,0,,,,h1 E1,,,,
R,62,10,32,0,0,,,,,,,,
h1^5 D4,62,11,36,1,1,,,,h1^6 D4,,,,
h2 c1 g^2,62,12,37,2,-1,,,,,,,,
h1^5 Q2,62,12,35,1,1,,,t2,h2 g^3,,,,
t h1^8 G,62,14,37,1,0,,,,t h1^9 G,,,,
d0^2 e0^2,62,16,36,3,0,,,,h1 d0^2 e0^2,,,,
h1 h5^2,63,3,33,0,0,,,,h1^2 h5^2,,,,
t h1 H1,63,6,33,0,0,,,,,,,,
t X2 + t C',63,7,33,0,-1,,,,t h1 X2,,t h2 C',,
h1 E1,63,9,34,0,0,,,,h1^2 E1,,,,
h1^6 D4,63,12,37,1,0,,,,h1^7 D4,,,,
h2 g^3,63,13,38,3,0,,h0 h2 g^3,,,,h2^2 g^3,,
h0 h2 g^3,63,14,38,2,0,,t h1^9 G,,,,,,
t h1^9 G,63,15,38,1,0,,,,,,,,
h1 d0^2 e0^2,63,17,37,1,0,,,,,,,,
h0^25 h6,63,26,32,0,0,,h0^26 h6,,,,,,
h0^26 h6,63,27,32,0,0,,h0^27 h6,,,,,,
h0^27 h6,63,28,32,0,0,,h0^28 h6,,,,,,
h0^28 h6,63,29,32,0,0,,h0^29 h6,,,,,,
h0^29 h6,63,30,32,0,0,,h0^30 h6,,,,,,
h0^30 h6,63,31,32,0,0,,h0^31 h6,,,,,,
h0^31 h6,63,32,32,0,0,,,,,,,,
h1 h6,64,2,33,0,0,,,,h1^2 h6,,,,
h1^2 h5^2,64,4,34,0,0,,,,h1^3 h5^2,,,,
h2 D3,64,5,34,0,0,,,,,,h0 n1,,
h2 A',64,7,34,0,0,,,,,,t h1 G0,,
t h1 X2,64,8,34,0,-2,,,,,,,,
h3 Q2,64,8,34,0,0,,,,h1 h3 Q2,,,,
d1^2,64,8,36,1,2,,,,h1 d1^2,,h1^2 k1,,
h1^2 E1,64,10,35,1,-1,,,,,,,,
q1,64,10,33,0,1,,,,h1 q1,,,,
h1^7 D4,64,13,38,1,0,,,,h1^8 D4,,,,
P^7 c0,64,31,33,0,0,,,,P^7 h1 c0,,,,
h2 h5^2,65,3,34,0,-1,,,,,,,,
h1^2 h6,65,3,34,0,1,,,,h1^3 h6,,,,
h1^3 h5^2,65,5,35,1,0,,,,,,,,
k1,65,7,36,0,0,,,,h1 k1,,,,
h1 h3 Q2,65,9,35,0,-2,,,,,,,,
h1 d1^2,65,9,37,1,0,,,,h1^2 d1^2,,,,
h1^2 X2,65,9,36,1,2,,,,h1^3 X2,,,,
t B23,65,10,35,0,-1,t,h2 B22,,t h1 B23,t,h2 B23,,
c0 Q2,65,10,35,1,1,,,,h1 c0 Q2,,,,
h1 q1,65,11,34,0,-1,,,,h1^2 q1,,,,
h2 B22,65,11,36,0,1,,,,,,h0 h2 B23,,
P h5 j,65,12,34,0,0,,,,,,h0^5 G21,,
t g w + h1^4 X1,65,13,36,0,0,,,,h1^5 X1,,,,
h1^8 D4,65,14,39,1,0,,,,,,,,
P^7 h1 c0,65,32,34,0,0,,,,loc,,,,
P^8 h1,65,33,33,0,0,,,,P^8 h1^2,,,,
h1^3 h6,66,4,35,0,0,,,,h1^4 h6,,,,
D1 h3^2,66,6,36,0,0,,,,h1 . D1 h3^2,,,,
h1 k1,66,8,37,1,-1,,,,h1^2 k1,,,,
t h2 C',66,8,35,0,1,,,,,t,h0 h2 G0,,
h1^2 d1^2,66,10,38,1,-2,,,,,,,,
h1^3 X2,66,10,37,1,0,,,,h1^4 X2,,,,
t^2 B5 + D2',66,10,34,0,2,,h0 D2' + t^3 h1 B23,,,,h2 D2' + t^2 h2 B5,,
t h1 B23,66,11,36,0,-2,,,,,,,,
h1 c0 Q2,66,11,36,1,0,,,,P h1^2 D4,,,,
h0 D2' + t^3 h1 B23,66,11,34,0,2,t,h1^2 q1,,,,,,
h1^2 q1,66,12,35,0,0,,,,,,,,
h2^2 g^3,66,14,40,2,-1,,,,,,h1^2 h3 g^3,,
h1^5 X1,66,14,37,1,1,,,,h1^6 X1,,,,
t^2 d0 e0 m,66,15,36,0,0,,,,,,,,
P^8 h1^2,66,34,34,0,0,,,,P^8 h1^3,,,,
h1^4 h6,67,5,36,1,-1,,,,h1^5 h6,,,,
t Q3,67,5,35,0,1,t,h0 Q3,,t h1 Q3,t,h2 Q3,,
h0 n1,67,6,36,0,-1,,,,,,,,
h0 Q3,67,6,36,0,1,,,,,,h0 h2 Q3,,
h1 . D1 h3^2,67,7,37,1,0,,,,h1^2 . D1 h3^2,,,,
t h1 G0,67,8,36,0,0,,,,,,,,
h1^2 k1,67,9,38,1,0,,,,,,,,
h1^4 X2,67,11,38,1,-1,,,,,,,,
C11,67,11,35,0,1,,,,,,h2 C11,,
P h1^2 D4,67,12,37,1,0,,,,P h1^3 D4,,,,
B8 d0,67,13,37,1,0,,,,,,,,
e0 g r,67,14,38,3,-1,,h1^6 X1,,,,,,
d0 x',67,14,36,0,1,,,,,,,,
h1^6 X1,67,15,38,1,0,,,,,,,,
d0^2 u,67,17,37,1,0,,,,,,,,
P^8 h2,67,33,34,0,0,,P^8 h0 h2,,,,,,
P^8 h0 h2,67,34,34,0,0,t,P^8 h1^3,,,,,,
P^8 h1^3,67,35,35,0,0,,,,loc,,,,
h1^5 h6,68,6,37,1,-1,,,,h1^6 h6,,,,
t h1 Q3,68,6,36,0,1,,,,,,,,
h3 A',68,7,36,0,-1,,,,,,,,
h2^2 H1,68,7,37,0,1,,,,,,h1^2 h3 H1,,B8 d0
h2^2 H1 again,68,7,37,0,1,,,,,,,,d0 x'
h1^2 . D1 h3^2,68,8,38,1,0,,,,h1^3 . D1 h3^2,,,,
h2 B23,68,11,38,2,0,,h0 h2 B23,,,,M h2^2 g,,
h0 h2 B23,68,12,38,2,0,,,,,,,,
h0^5 G21,68,13,36,0,-1,,,,,,,,
P h1^3 D4,68,13,38,1,1,,,,,,,,
h1 h3 g^3,68,14,41,1,0,,,,h1^2 h3 g^3,,,,
e0^4,68,16,40,4,0,,,,h1 e0^4,,,,
h2^2 h6,69,3,36,0,0,,,,,,h1^2 h3 h6,,
p',69,4,36,0,0,,,,h1 p',,,,
h1^6 h6,69,7,38,1,0,,,,h1^7 h6,,,,
h0 h2 G0,69,9,38,0,-2,,,,,,,,
h3 (E1 + C0),69,9,37,0,0,,,,h1^2 G21,,,,
h1^3 . D1 h3^2,69,9,39,1,2,,,,h1^4 . D1 h3^2,,,,
h2 D2' + t^2 h2 B5,69,11,36,0,0,,,,,,,,
h1^2 h3 g^3,69,15,42,1,0,,,,,,,,
h1 e0^4,69,17,41,1,0,,,,,,,,
t p1,70,4,36,0,0,,h0^3 h3 h6,,t h1 p1,,,p t,h3 (E1 + C0)
t p1 again,70,4,36,0,0,,,,,,,t2,h0 h2 G0
h1 p',70,5,37,0,-1,,,,h1^2 p',,,,
h0^3 h3 h6,70,5,36,0,1,,,,,,,,
h2 Q3,70,6,38,0,0,,h0 h2 Q3,,,,h2^2 Q3,,
h0 h2 Q3,70,7,38,0,-1,,,,,,,,
t h1 h3 H1,70,7,37,0,1,,,,,,,,
h1^7 h6,70,8,39,1,-1,,,,h1^8 h6,,,,
d1 e1,70,8,39,1,1,,,,h1 d1 e1,,h1^2 l1,,
t h1 D3',70,9,37,0,0,,,,,,,,
h1^2 G21,70,10,38,0,-2,,,,,,,,
h1^4 . D1 h3^2,70,10,40,1,0,,,,h1^5 . D1 h3^2,,,,
h1^2 G21 + t h2 C'',70,10,38,1,2,,,,,t,h2^2 C'',,
h2 C11,70,12,37,0,0,,,,,,,,
t h1 W1,70,14,37,0,0,,,,D^2 h0^2 h2 g,,,,
h1 h3 h6,71,3,37,0,0,,,,h1^2 h3 h6,,,,
h6 c0,71,4,37,0,0,,,,h1 h6 c0,,,,
t h1 p1,71,5,37,0,0,,,,,,,p t,h1^2 G21
h1^2 p',71,6,38,0,0,,,,h1^3 p',,,,
l1,71,7,39,0,0,,,,h1 l1,,,,
h1^2 h3 H1,71,8,39,1,0,,,,,,,,
D h2 g2,71,9,38,0,-2,,,,,,,,
h1^8 h6,71,9,40,1,0,,,,h1^9 h6,,,,
h1 d1 e1,71,9,40,1,2,,,,h1^2 d1 e1,,,,
h1^5 . D1 h3^2,71,11,41,1,-1,,,,,,,,
d0 Q2,71,11,38,0,1,,,t3,d1 g^2,,,,
D^2 h4 c0,71,12,37,0,-1,,,,D^2 h1 h4 c0,,,,
M h2^2 g,71,12,40,2,1,,,,,,h1^5 D3',,
D^2 h2 g,71,13,38,0,-1,,D^2 h0 h2 g,,,,D^2 h2^2 g,,
g^2 n,71,13,41,1,1,,,,,,h2 g^2 n,,
D^2 h0 h2 g,71,14,38,0,0,,D^2 h0^2 h2 g,,,,,,
D^2 h0^2 h2 g,71,15,38,0,0,,,,,,,,
P^6 h0^2 i,71,33,36,0,0,,P^6 h0^3 i,,,,,,
P^6 h0^3 i,71,34,36,0,0,,P^6 h0^4 i,,,,,,
P^6 h0^4 i,71,35,36,0,0,,P^6 h0^5 i,,,,,,
P^6 h0^5 i,71,36,36,0,0,,,,,,,,
h1^2 h3 h6,72,4,38,0,0,,,,,,,,
h1 h6 c0,72,5,38,0,0,,,,h1^2 h6 c0,,,,
P h1 h6,72,6,37,0,0,,,,P h1^2 h6,,,,
h1^3 p',72,7,39,1,-1,,,,,,,,
"h1 x71,6",72,7,39,1,1,,,,"h1^2 x71,6",,,,
h1 l1,72,8,40,1,-1,,,,h1^2 l1,,,,
h4 Q2,72,8,38,0,1,,,,h1 h4 Q2,,,,
h1^9 h6,72,10,41,1,-1,,,,h1^10 h6,,,,
h1^2 d1 e1,72,10,41,1,1,,,,,,,,
h0 d0 D2,72,11,38,0,0,,,,,,,,
d1 g^2,72,12,42,4,0,,,,h1 d1 g^2,,h2 d1 g^2,,
D^2 h1 h4 c0,72,13,38,0,0,,,,D^2 h1^2 h4 c0,,,,
D h1 h3 g^2,72,14,41,1,0,,,,D h1^2 h3 g^2,,,,
t^2 e0 g m,72,15,40,0,0,,,,,,,,
P^8 c0,72,35,37,0,0,,,,P^8 h1 c0,,,,
